year,iso,r_gdp,emp,hours,t_hours,pop,h_exp,DHI
1973,AUS,346.3718,5.9767542,1704.4146,10186.867,13.3804,,57.310001
1974,AUS,351.63098,6.0997076,1719.9812,10491.383,13.5991,,57.310001
1975,AUS,358.56262,6.0763917,1708.0436,10378.741,13.7714,,57.310001
1976,AUS,374.17102,6.1578827,1717.4027,10575.564,13.9155,,57.310001
1977,AUS,379.25684,6.2142663,1719.0262,10682.487,14.0741,,57.310001
1978,AUS,387.60681,6.2405958,1719.7903,10732.516,14.2486,,57.310001
1979,AUS,403.44806,6.327467,1724.6608,10912.734,14.4219,,57.310001
1980,AUS,415.00461,6.510983,1723.4186,11221.149,14.6159,,57.310001
1981,AUS,432.12769,6.6447973,1709.5985,11359.936,14.92326,,57.310001
1982,AUS,433.02307,6.6470604,1686.5905,11210.868,15.162,,57.310001
1983,AUS,430.13177,6.5245872,1674.1312,10923.015,15.348,,57.310001
1984,AUS,458.93817,6.7243328,1695.4927,11401.058,15.51,,57.310001
1985,AUS,482.04602,6.938426,1686.8857,11704.332,15.695,,57.310001
1986,AUS,492.27322,7.2221212,1689.6608,12202.936,15.9,,57.310001
1987,AUS,516.74719,7.3827734,1688.4017,12465.088,16.136999,,57.310001
1988,AUS,538.1908,7.6604137,1686.2573,12917.429,16.4,,57.310001
1989,AUS,563.06714,8.0003147,1694.9283,13559.959,16.681,,57.310001
1990,AUS,571.56427,8.1432762,1681.5844,13693.605,16.955999,,57.310001
1991,AUS,565.84387,7.9463892,1670.2058,13272.105,17.1735,,57.310001
1992,AUS,580.2782,7.9089708,1665.7592,13174.441,17.366856,,57.310001
1993,AUS,602.94385,7.9345469,1681.7682,13344.069,17.522058,,57.310001
1994,AUS,632.47675,8.1858253,1687.2863,13811.831,17.691666,,57.310001
1995,AUS,650.41504,8.4853964,1687.6896,14320.715,17.889791,,57.310001
1996,AUS,677.50464,8.6016169,1681.619,14464.642,18.108286,,57.310001
1997,AUS,708.38556,8.6678934,1673.7632,14508.001,18.30522,,57.310001
1998,AUS,741.73492,8.7964764,1662.5759,14624.81,18.488638,,57.310001
1999,AUS,774.84607,8.9537115,1655.1415,14819.66,18.69203,,57.310001
2000,AUS,798.33386,9.1498318,1668.7325,15268.621,18.907146,1638.8149,57.310001
2001,AUS,819.1441,9.3269196,1651.4933,15403.345,19.151474,1564.1665,57.310001
2002,AUS,853.04834,9.4468327,1635.7274,15452.444,19.370564,1770.4662,57.310001
2003,AUS,876.71497,9.6750383,1635.7019,15825.479,19.594622,2249.2908,57.310001
2004,AUS,912.92712,9.8455305,1631.1083,16059.127,19.805267,2767.137,57.310001
2005,AUS,940.55286,10.133019,1631.496,16531.98,20.047806,3013.0876,57.310001
2006,AUS,965.97217,10.403456,1623.6809,16891.893,20.320253,3184.8076,57.310001
2007,AUS,1008.7665,10.722745,1623.3359,17406.617,20.694447,3799.7375,57.310001
2008,AUS,1035.7203,11.041118,1625.6909,17949.443,21.11335,4090.762,57.310001
2009,AUS,1055.1537,11.215501,1623.4252,18207.527,21.55302,3995.3401,57.310001
2010,AUS,1080.05,11.349116,1607.8014,18247.125,21.890947,4945.0381,57.310001
2011,AUS,1110.7262,11.60047,1619.403,18785.834,22.197176,5861.7026,57.310001
2012,AUS,1152.9628,11.725552,1621.5204,19013.221,22.588161,6025.3447,57.310001
2013,AUS,1177.5536,11.88045,1615.3521,19191.109,22.980238,5813.9854,57.310001
2014,AUS,1207.855,11.955464,1619.2252,19358.588,23.325617,5607.918,57.310001
2015,AUS,1235.8855,12.089314,1620.4816,19590.512,23.66374,4862.6016,57.310001
2016,AUS,1269.6504,12.364942,1610.3101,19911.389,24.036243,4993.6895,57.310001
2017,AUS,1300.3129,12.568677,1610.9025,20246.912,24.444616,5340.3647,57.310001
2018,AUS,1337.3746,12.942582,1604.6989,20768.947,24.822981,5364.543,57.310001
2019,AUS,1362.9307,13.254508,1604.7271,21269.867,25.203533,5427.4624,57.310001
2020,AUS,1330.2527,13.308881,1583.1008,21069.301,25.533012,,57.310001
2021,AUS,1393.7919,13.45338,1600.4432,21531.371,25.876158,,57.310001
1950,AUT,60.087528,2.9157312,2085.6694,6081.2515,6.9351001,,59.810001
1951,AUT,64.197479,2.9708905,2083.0156,6188.4116,6.935451,,59.810001
1952,AUT,64.253586,2.9040174,2080.3652,6041.4165,6.927772,,59.810001
1953,AUT,67.04966,2.8726804,2077.718,5968.6201,6.9324832,,59.810001
1954,AUT,73.901909,2.9566772,2075.0742,6135.3247,6.9402089,,59.810001
1955,AUT,82.070374,3.1061566,2072.4338,6437.3037,6.9468851,,59.810001
1956,AUT,87.716293,3.2009683,2069.7966,6625.3535,6.9523592,,59.810001
1957,AUT,93.088676,3.2737887,2067.1631,6767.4551,6.9658599,,59.810001
1958,AUT,96.487915,3.3000922,2064.5327,6813.1479,6.9873581,,59.810001
1959,AUT,99.230225,3.3493955,2061.9058,6906.1377,7.0143309,,59.810001
1960,AUT,107.39868,3.4179289,2059.282,7038.48,7.0474372,,59.810001
1961,AUT,113.10071,3.4366758,2046.6298,7033.603,7.0862989,,59.810001
1962,AUT,115.84068,3.4205825,2034.0552,6957.6538,7.1298642,,59.810001
1963,AUT,120.55613,3.3971717,2021.558,6867.5791,7.1758108,,59.810001
1964,AUT,127.79179,3.3915255,2009.1375,6814.041,7.2238011,,59.810001
1965,AUT,131.46689,3.3687255,1996.7932,6726.6484,7.2708888,,59.810001
1966,AUT,138.8662,3.3407545,1984.5249,6629.8105,7.3220658,,59.810001
1967,AUT,143.08836,3.2862961,1972.3319,6481.667,7.3769979,,59.810001
1968,AUT,149.44733,3.2431588,1960.2139,6357.2847,7.4154029,,59.810001
1969,AUT,158.8455,3.2371681,1948.1703,6306.5542,7.4410548,,59.810001
1970,AUT,170.16072,3.2436912,1890.1375,6131.022,7.4670858,,59.810001
1971,AUT,178.85988,3.2793276,1885.288,6182.4766,7.5004821,,59.810001
1972,AUT,189.96468,3.3035369,1905.7499,6295.7153,7.5442009,,59.810001
1973,AUT,199.24831,3.3497,1900.7313,6366.8794,7.5861149,,59.810001
1974,AUT,207.10583,3.3932626,1978.6625,6714.1211,7.5990381,,59.810001
1975,AUT,206.35538,3.3682079,1903.9717,6412.9727,7.5789032,,59.810001
1976,AUT,215.80031,3.3795259,1898.0424,6414.4834,7.5655251,,59.810001
1977,AUT,225.89282,3.4206488,1904.7831,6515.5942,7.5684299,,59.810001
1978,AUT,225.07224,3.4377222,1844.0676,6339.3921,7.562305,,59.810001
1979,AUT,237.35065,3.452409,1876.6804,6479.0684,7.5494251,,59.810001
1980,AUT,242.84227,3.4838939,1881.0354,6553.3276,7.5494332,,59.810001
1981,AUT,242.60147,3.470125,1819.1412,6312.6475,7.5646291,,59.810001
1982,AUT,247.22809,3.42276,1835.1189,6281.1719,7.5746131,,59.810001
1983,AUT,254.16216,3.3999956,1829.9122,6221.6934,7.552896,,59.810001
1984,AUT,255.00612,3.3969665,1825.9255,6202.6074,7.554132,,59.810001
1985,AUT,260.72919,3.4068799,1821.5303,6205.7349,7.5597758,,59.810001
1986,AUT,266.83099,3.4169772,1820.7109,6221.3276,7.5682421,,59.810001
1987,AUT,271.315,3.4149578,1808.7163,6176.6895,7.5789032,,59.810001
1988,AUT,279.91129,3.4446068,1812.1312,6242.0796,7.599791,,59.810001
1989,AUT,291.74316,3.488996,1825.2433,6368.2666,7.627861,,59.810001
1990,AUT,305.03387,3.5598824,1826.0298,6500.4512,7.7229528,,59.810001
1991,AUT,315.53195,3.6038435,1836.4442,6618.2573,7.8184228,,59.810001
1992,AUT,322.13766,3.6200573,1804.9314,6533.9551,7.914969,,59.810001
1993,AUT,323.83463,3.6004765,1802.2981,6489.1318,7.9885988,,59.810001
1994,AUT,331.61362,3.5997417,1800.5381,6481.4722,8.0275393,,59.810001
1995,AUT,340.46091,3.5871301,1774.4364,6365.1338,8.0474319,,59.810001
1996,AUT,348.46024,3.6010699,1807.2706,6508.1079,8.0583057,,59.810001
1997,AUT,355.75565,3.6273999,1815.692,6586.2412,8.0674381,,59.810001
1998,AUT,368.49677,3.66413,1794.0305,6573.561,8.0762978,,59.810001
1999,AUT,381.60175,3.7197199,1797.9713,6687.9502,8.092021,,59.810001
2000,AUT,394.48349,3.7549701,1798.4323,6753.0591,8.1115112,2269.1265,59.810001
2001,AUT,399.48227,3.7820001,1785.4202,6752.459,8.1426144,2282.5159,59.810001
2002,AUT,406.0799,3.7783799,1782.8479,6736.2769,8.1829414,2497.866,59.810001
2003,AUT,409.90298,3.80303,1773.9779,6746.4912,8.2195225,3091.2402,59.810001
2004,AUT,421.11441,3.8268199,1776.4658,6798.2148,8.2713509,3594.6504,59.810001
2005,AUT,430.56451,3.8729,1752.4894,6787.2158,8.3278875,3710.3979,59.810001
2006,AUT,445.43631,3.9407301,1735.6696,6839.8052,8.3710899,3882.9819,59.810001
2007,AUT,462.03961,4.0127301,1724.7792,6921.0732,8.3986692,4478.7686,59.810001
2008,AUT,468.78732,4.0891299,1717.1951,7021.834,8.4253483,5057.7607,59.810001
2009,AUT,451.13943,4.0675001,1673.0751,6805.2329,8.4455366,4928.9878,59.810001
2010,AUT,459.42737,4.0982099,1665.8439,6826.978,8.4653711,4800.7935,59.810001
2011,AUT,472.85541,4.1619501,1671.6877,6957.481,8.4931736,5167.8179,59.810001
2012,AUT,476.07303,4.2051601,1647.8529,6929.4849,8.5314255,4966.0957,59.810001
2013,AUT,476.1944,4.21977,1632.0676,6886.9502,8.5829802,5235.3413,59.810001
2014,AUT,479.34335,4.2599001,1621.5658,6907.708,8.6505127,5393.6021,59.810001
2015,AUT,484.20624,4.2855401,1605.2805,6879.4941,8.7371702,4612.8242,59.810001
2016,AUT,493.83932,4.3413301,1618.2108,7025.187,8.8488359,4709.876,59.810001
2017,AUT,505.6893,4.41256,1608.2592,7096.54,8.9047852,4938.9199,59.810001
2018,AUT,518.73676,4.4879098,1612.3969,7236.292,8.947957,5322.2627,59.810001
2019,AUT,526.09631,4.5391302,1620.657,7356.373,8.9883852,5242.1831,59.810001
2020,AUT,493.16776,4.4634099,1503.5325,6710.8818,9.0303421,,59.810001
2021,AUT,511.45795,4.5165434,1551.6462,7008.0771,9.0594187,,59.810001
1950,AZE,,1.4321854,,,2.8853321,,
1951,AZE,,1.4741508,,,2.9830821,,
1952,AZE,,1.5206758,,,3.0909729,,
1953,AZE,,1.5471894,,,3.1589739,,
1954,AZE,,1.5712616,,,3.2225809,,
1955,AZE,,1.6084172,,,3.3137181,,
1956,AZE,,1.6509036,,,3.4167171,,
1957,AZE,,1.6961104,,,3.5263131,,
1958,AZE,,1.738289,,,3.63059,,
1959,AZE,,1.7827396,,,3.7405961,,
1960,AZE,,1.8413867,,,3.881546,,
1961,AZE,,1.8867922,,,4.0335031,,
1962,AZE,,1.9172014,,,4.1573009,,
1963,AZE,,1.9470505,,,4.2834702,,
1964,AZE,,1.9844327,,,4.4301829,,
1965,AZE,,2.0154898,,,4.5669618,,
1966,AZE,,2.0438631,,,4.7017298,,
1967,AZE,,2.0665088,,,4.8272839,,
1968,AZE,,2.0842874,,,4.945231,,
1969,AZE,,2.0989108,,,5.0593338,,
1970,AZE,41.904449,2.1102021,,,5.168973,,
1971,AZE,42.20789,2.2134023,,,5.283659,,
1972,AZE,41.162663,2.3170462,,,5.393681,,
1973,AZE,44.940434,2.420428,,,5.4977741,,
1974,AZE,45.963528,2.5249221,,,5.5994072,,
1975,AZE,43.808857,2.6293125,,,5.6961169,,
1976,AZE,47.061707,2.7343459,,,5.7898178,,
1977,AZE,47.81152,2.8428564,,,5.8865781,,
1978,AZE,49.593826,2.9549565,,,5.9864268,,
1979,AZE,48.426182,3.0670753,,,6.082087,,
1980,AZE,46.148739,3.1789768,,,6.1733608,,
1981,AZE,47.866505,3.2626381,,,6.2705312,,
1982,AZE,52.160473,3.348501,,,6.369133,,
1983,AZE,54.711834,3.4366236,,,6.4702759,,
1984,AZE,58.5163,3.5270653,,,6.5789008,,
1985,AZE,60.620941,3.6198871,,,6.6816869,,
1986,AZE,65.568596,3.6917596,,,6.776473,,
1987,AZE,70.554077,3.8009505,,,6.8739781,,
1988,AZE,73.4132,3.8161545,,,6.9757981,,
1989,AZE,67.830276,3.8645301,,,7.1017351,,
1990,AZE,61.566811,3.8548551,,,7.1998382,,
1991,AZE,61.135841,3.8846247,,,7.2995801,,
1992,AZE,47.319141,3.8742156,,,7.4118261,,
1993,AZE,36.389366,3.866513,,,7.5281014,,
1994,AZE,29.230486,3.7798064,,,7.6366439,,
1995,AZE,25.42263,3.7607579,,,7.7311811,,
1996,AZE,26.066078,3.837472,,,7.8154449,,
1997,AZE,28.381788,3.8451748,,,7.8972483,,
1998,AZE,30.086681,3.8528774,,,7.9790306,,
1999,AZE,33.515362,3.8542304,,,8.0556383,,
2000,AZE,35.60236,3.8559999,,,8.1273069,19.141718,
2001,AZE,37.91153,3.891,,,8.1937943,19.190283,
2002,AZE,41.490002,3.931,,,8.2565441,20.591059,
2003,AZE,45.7253,3.973,,,8.3192148,23.800081,
2004,AZE,49.956718,4.0170002,,,8.39114,27.382576,
2005,AZE,63.925617,4.0619998,1903.916,7733.707,8.4752932,35.076115,
2006,AZE,85.958221,4.1110001,1908.7445,7846.8491,8.5653048,50.247879,
2007,AZE,107.84576,4.1620002,1913.309,7963.1919,8.6573696,75.395203,
2008,AZE,119.26771,4.2160001,1919.4274,8092.3057,8.7496099,107.36143,
2009,AZE,130.44308,4.2719998,1915.9113,8184.7729,8.8415022,129.72586,
2010,AZE,136.69,4.329,1912.0654,8277.3311,8.9326525,145.84526,
2011,AZE,134.53987,4.375,1906.6986,8341.8066,9.0245104,176.40848,
2012,AZE,137.50378,4.4450002,1904.6846,8466.3232,9.1170645,222.98552,
2013,AZE,145.53813,4.5209999,1909.6134,8633.3623,9.2098446,239.95081,
2014,AZE,149.61029,4.6030002,1911.6198,8799.1855,9.3021278,267.30972,
2015,AZE,151.1812,4.6719999,1912.7823,8936.5195,9.3929873,226.51003,
2016,AZE,146.54901,4.7600002,1916.655,9123.2773,9.4813843,156.99573,
2017,AZE,146.77469,4.822,1917.8878,9248.0557,9.566618,155.09827,
2018,AZE,148.97632,4.8790002,1916.693,9351.5449,9.6485682,168.39165,
2019,AZE,152.2821,4.9380002,1917.8588,9470.3867,9.7272024,193.10884,
2020,AZE,145.74919,4.8769999,1736.3134,8468,9.8024883,,
2021,AZE,148.51843,4.9004049,1846.9371,9050.7393,9.8743372,,
2000,BDI,,,,,,8.4283457,
2001,BDI,,,,,,8.6047478,
2002,BDI,,,,,,7.9674349,
2003,BDI,,,,,,7.1689734,
2004,BDI,,,,,,9.8821106,
2005,BDI,,,,,,12.777169,
2006,BDI,,,,,,16.641111,
2007,BDI,,,,,,18.251465,
2008,BDI,,,,,,18.318739,
2009,BDI,,,,,,21.883202,
2010,BDI,,,,,,26.413322,
2011,BDI,,,,,,25.132408,
2012,BDI,,,,,,21.517853,
2013,BDI,,,,,,21.93877,
2014,BDI,,,,,,20.10721,
2015,BDI,,,,,,19.643255,
2016,BDI,,,,,,21.783081,
2017,BDI,,,,,,23.155676,
2018,BDI,,,,,,22.405397,
2019,BDI,,,,,,20.567541,
1950,BEL,103.11354,3.4605739,2096.1492,7253.8784,8.639369,,54.669998
1951,BEL,108.97827,3.4575999,2085.9194,7212.2744,8.6783857,,54.669998
1952,BEL,108.13047,3.4596109,2075.7397,7181.2515,8.7304049,,54.669998
1953,BEL,111.5938,3.4596052,2065.6096,7146.1938,8.777873,,54.669998
1954,BEL,116.18683,3.4570594,2055.5291,7106.0859,8.8193798,,54.669998
1955,BEL,121.69976,3.4572937,2045.4976,7071.8862,8.868475,,54.669998
1956,BEL,125.23302,3.4597507,2035.5151,7042.3745,8.9238453,,54.669998
1957,BEL,127.56668,3.4843225,2025.5814,7057.7793,8.9891109,,54.669998
1958,BEL,127.42465,3.4469731,2015.6962,6948.0503,9.0527067,,54.669998
1959,BEL,131.45392,3.4184694,2005.8591,6856.9683,9.1037292,,54.669998
1960,BEL,138.52045,3.4971001,1996.0701,6980.457,9.1187,,54.669998
1961,BEL,145.2592,3.5233033,1984.2296,6991.0425,9.1658001,,54.669998
1962,BEL,152.74527,3.5777249,1972.4594,7056.917,9.2184,,54.669998
1963,BEL,159.48402,3.6029203,1960.7589,7064.4575,9.2831001,,54.669998
1964,BEL,170.7153,3.6543186,1949.1278,7122.7339,9.3669996,,54.669998
1965,BEL,176.70676,3.6684277,1937.5658,7107.8203,9.4481001,,54.669998
1966,BEL,182.3224,3.6815293,1926.0723,7090.8916,9.5078001,,54.669998
1967,BEL,189.4348,3.6654043,1914.647,7017.9556,9.5565004,,54.669998
1968,BEL,197.29669,3.6613731,1903.2894,6968.6528,9.5897999,,54.669998
1969,BEL,210.42679,3.7238574,1891.9994,7045.5356,9.6127005,,54.669998
1970,BEL,223.45638,3.7268808,1880.7761,7009.4287,9.6378002,,54.669998
1971,BEL,231.84268,3.7530839,1871.7172,7024.7114,9.6724997,,54.669998
1972,BEL,244.02664,3.7450213,1845.7231,6912.2725,9.7090998,,54.669998
1973,BEL,258.96597,3.7782791,1818.9681,6872.5693,9.7384005,,54.669998
1974,BEL,269.84326,3.8347166,1788.8882,6859.8789,9.7678003,,54.669998
1975,BEL,266.26193,3.7792869,1778.8241,6722.687,9.7947998,,54.669998
1976,BEL,281.31271,3.7591307,1780.3851,6692.7007,9.8109999,,54.669998
1977,BEL,283.07388,3.7440135,1754.3522,6568.3184,9.8218002,,54.669998
1978,BEL,291.11932,3.7470369,1735.8992,6504.4785,9.8297005,,54.669998
1979,BEL,297.93454,3.7813025,1718.7871,6499.2544,9.8372002,,54.669998
1980,BEL,311.28098,3.7762635,1698.9741,6415.7739,9.8467999,,54.669998
1981,BEL,307.3959,3.7067246,1676.3322,6213.7017,9.8523998,,54.669998
1982,BEL,311.73328,3.6587021,1661.9731,6080.665,9.8563032,,54.669998
1983,BEL,311.69614,3.6106799,1667.9081,6022.2822,9.8555202,,54.669998
1984,BEL,319.41382,3.6096795,1691.8772,6107.1343,9.8552999,,54.669998
1985,BEL,322.62585,3.6266873,1697.8722,6157.6514,9.8582001,,54.669998
1986,BEL,327.44177,3.649698,1677.8961,6123.8145,9.8618002,,54.669998
1987,BEL,335.17255,3.6767106,1662.9192,6114.0723,9.8702002,,54.669998
1988,BEL,350.99246,3.7477436,1650.9292,6187.2593,9.8839998,,54.669998
1989,BEL,363.58722,3.8057706,1641.9371,6248.8364,9.9376974,,54.669998
1990,BEL,374.6131,3.8467898,1655.9281,6370.0073,9.9693098,,54.669998
1991,BEL,381.47974,3.8597958,1618.9741,6248.9097,10.004487,,54.669998
1992,BEL,387.32019,3.8547935,1596.0011,6152.2549,10.045622,,54.669998
1993,BEL,383.59418,3.8297818,1552.0562,5944.0366,10.085426,,54.669998
1994,BEL,395.97278,3.8137743,1552.0562,5919.1919,10.122914,,54.669998
1995,BEL,405.41672,3.8687999,1578.0261,6105.0674,10.155459,,54.669998
1996,BEL,410.77411,3.8789999,1552.0571,6020.4297,10.175495,,54.669998
1997,BEL,426.35745,3.9054,1565.0442,6112.1235,10.199539,,54.669998
1998,BEL,434.72177,3.9739001,1576.0342,6263.002,10.22158,,54.669998
1999,BEL,450.12286,4.0286999,1575.3821,6346.7422,10.244621,,54.669998
2000,BEL,466.85248,4.1097002,1589.1027,6530.7349,10.269667,1849.916,54.669998
2001,BEL,471.98608,4.1659999,1581.2432,6587.459,10.305732,1879.9348,54.669998
2002,BEL,480.04233,4.1754999,1593.6455,6654.2671,10.351816,2084.72,54.669998
2003,BEL,485.02509,4.1715999,1598.2198,6667.1338,10.394895,2828.3335,54.669998
2004,BEL,502.34634,4.2128,1587.8026,6689.0952,10.439976,3326.6372,54.669998
2005,BEL,514.00952,4.2732,1577.6764,6741.7271,10.498082,3419.6931,54.669998
2006,BEL,527.12878,4.3214002,1591.6377,6878.103,10.567207,3558.1213,54.669998
2007,BEL,546.51074,4.3934002,1593.6576,7001.5752,10.64535,4078.147,54.669998
2008,BEL,548.95325,4.4716001,1582.5051,7076.3301,10.729503,4670.4229,54.669998
2009,BEL,537.86029,4.4642,1563.2252,6978.5498,10.815659,4653.4365,54.669998
2010,BEL,553.26617,4.4928999,1573.8307,7071.064,10.915841,4544.7798,54.669998
2011,BEL,562.64136,4.553,1590.2344,7240.3369,11.0581,4943.7969,54.669998
2012,BEL,566.80048,4.5724001,1587.295,7257.748,11.127225,4706.4702,54.669998
2013,BEL,569.4035,4.559,1585.5951,7228.728,11.17932,4947.7695,54.669998
2014,BEL,578.39172,4.5770998,1581.5959,7239.123,11.229411,5072.9507,54.669998
2015,BEL,590.19934,4.6173,1575.4569,7274.3569,11.294529,4291.4897,54.669998
2016,BEL,597.67529,4.6752,1574.1132,7359.2939,11.351633,4534.23,54.669998
2017,BEL,607.36688,4.7484999,1578.0192,7493.2241,11.395714,4775.8125,54.669998
2018,BEL,618.22614,4.8181,1579.7982,7611.626,11.447808,5134.4146,54.669998
2019,BEL,629.25958,4.8937998,1576.1685,7713.4531,11.509921,4960.3936,54.669998
2020,BEL,589.71735,4.8930001,1415.3143,6925.1333,11.556005,,54.669998
2021,BEL,622.39063,4.9246001,1542.6934,7597.1479,11.625693,,54.669998
2000,BEN,,,,,,15.906764,
2001,BEN,,,,,,16.8325,
2002,BEN,,,,,,17.497156,
2003,BEN,,,,,,21.606375,
2004,BEN,,,,,,24.569864,
2005,BEN,,,,,,24.14695,
2006,BEN,,,,,,25.453157,
2007,BEN,,,,,,27.960207,
2008,BEN,,,,,,30.349915,
2009,BEN,,,,,,30.760498,
2010,BEN,,,,,,31.065983,
2011,BEN,,,,,,34.996426,
2012,BEN,,,,,,39.100807,
2013,BEN,,,,,,35.76725,
2014,BEN,,,,,,34.447536,
2015,BEN,,,,,,31.306978,
2016,BEN,,,,,,29.786264,
2017,BEN,,,,,,29.768604,
2018,BEN,,,,,,31.07242,
2019,BEN,,,,,,29.125292,
1950,BFA,2.9248583,2.4201429,,,4.3761621,,
1951,BFA,3.0360029,2.4477916,,,4.422822,,
1952,BFA,3.1471477,2.4757545,,,4.4699788,,
1953,BFA,3.2612171,2.5040355,,,4.5176392,,
1954,BFA,3.3811362,2.5326385,,,4.5658078,,
1955,BFA,3.5069051,2.5615666,,,4.61449,,
1956,BFA,3.6385238,2.5908237,,,4.663691,,
1957,BFA,3.7701423,2.6204128,,,4.7134161,,
1958,BFA,3.9134605,2.6503391,,,4.7636719,,
1959,BFA,4.0538535,2.6806052,,,4.8144631,,
1960,BFA,4.1737728,2.7112155,,,4.8657961,,
1961,BFA,4.3404899,2.7029982,,,4.8906879,,
1962,BFA,4.6066518,2.6967773,,,4.919632,,
1963,BFA,4.5481548,2.6925342,,,4.9526949,,
1964,BFA,4.6534495,2.6902585,,,4.9899611,,
1965,BFA,4.8318658,2.6899407,,,5.0315189,,
1966,BFA,4.8552647,2.6915779,,,5.0774732,,
1967,BFA,5.2822943,2.6951694,,,5.1279349,,
1968,BFA,5.4460864,2.7007208,,,5.183033,,
1969,BFA,5.554306,2.70824,,,5.2429042,,
1970,BFA,5.5660052,2.7157316,,,5.3037772,,
1971,BFA,5.7853699,2.7448545,,,5.3660178,,
1972,BFA,6.0193586,2.7742682,,,5.4338861,,
1973,BFA,5.7005491,2.8039756,,,5.5075941,,
1974,BFA,5.592329,2.8339796,,,5.5873728,,
1975,BFA,5.3524909,2.8642833,,,5.6734719,,
1976,BFA,5.2998433,2.8948894,,,5.764606,,
1977,BFA,5.6742253,2.9258013,,,5.8910632,,
1978,BFA,6.3352432,2.957022,,,6.0255442,,
1979,BFA,6.39959,2.9885542,,,6.1682692,,
1980,BFA,6.5048847,3.0204012,,,6.3181891,,
1981,BFA,6.7915211,3.0871515,,,6.47437,,
1982,BFA,6.9406886,3.1593316,,,6.6372271,,
1983,BFA,6.8617177,3.2379954,,,6.807281,,
1984,BFA,6.9728622,3.3220975,,,6.9850392,,
1985,BFA,7.8854179,3.4137414,,,7.1709318,,
1986,BFA,9.122633,3.5104167,,,7.371099,,
1987,BFA,8.9676161,3.6167436,,,7.5918088,,
1988,BFA,9.7134542,3.7263672,,,7.8334908,,
1989,BFA,9.6023102,3.8413253,,,8.0915413,,
1990,BFA,9.5087147,3.958137,,,8.3610392,,
1991,BFA,10.371155,4.0747795,,,8.6460218,,
1992,BFA,10.39532,4.1975541,,,8.9427786,,
1993,BFA,10.755101,4.3194299,,,9.2498188,,
1994,BFA,10.896531,4.6511998,,,9.5873852,,
1995,BFA,11.519377,4.7192864,,,9.9244328,,
1996,BFA,12.788237,4.7675252,,,10.269402,,
1997,BFA,13.596069,4.8142853,,,10.507479,,
1998,BFA,14.58967,4.8676486,,,10.759319,,
1999,BFA,15.659531,4.8940692,,,11.074914,,
2000,BFA,15.955182,4.9349136,,,11.405084,7.5443811,
2001,BFA,17.010298,4.962286,,,11.827971,7.7147241,
2002,BFA,17.750757,4.9755344,,,12.379551,8.7548885,
2003,BFA,19.135672,4.9601998,,,12.829118,11.774812,
2004,BFA,19.992567,4.9825416,,,13.177746,17.643831,
2005,BFA,21.724323,5.0172443,2307.8462,11579.028,13.540358,18.093395,
2006,BFA,23.082745,5.0358,2311.7415,11641.468,13.916678,21.373713,
2007,BFA,24.031675,5.2240767,2315.5913,12096.827,14.309447,28.00374,
2008,BFA,25.425512,5.4549971,2318.5093,12647.462,14.721625,29.904203,
2009,BFA,26.178617,5.5507956,2321.175,12884.368,15.152195,31.718033,
2010,BFA,28.389664,5.6277466,2324.4797,13081.583,15.599744,33.943901,
2011,BFA,30.269911,5.5459661,2327.2131,12906.646,16.063829,34.919636,
2012,BFA,32.223228,5.5106206,2330.2749,12841.262,16.562904,34.888271,
2013,BFA,34.08992,5.5941515,2333.6338,13054.701,17.072149,43.809425,
2014,BFA,35.564991,5.9478998,2337.4343,13902.825,17.575369,39.644466,
2015,BFA,36.959492,6.1182742,2339.3486,14312.777,18.093576,33.528244,
2016,BFA,39.161911,6.3250971,2340.7292,14805.34,18.620832,40.982655,
2017,BFA,41.572716,6.5576143,2342.2559,15359.611,19.157021,44.513672,
2018,BFA,44.40839,6.7969999,2343.8203,15930.946,19.698412,40.269115,
2019,BFA,46.934784,7.0263171,2344.5449,16473.516,20.242075,42.344528,
2020,BFA,47.306976,7.1242161,2325.1985,16565.217,20.787682,,
2021,BFA,49.719635,7.4064984,2325.1985,17221.578,21.336006,,
1950,BGD,60.581326,18.445349,,,45.645966,,
1951,BGD,62.76564,18.520573,,,46.149841,,
1952,BGD,64.124596,18.683929,,,46.881901,,
1953,BGD,65.519073,18.858637,,,47.652924,,
1954,BGD,66.62484,19.095478,,,48.592987,,
1955,BGD,65.471306,19.348686,,,49.588402,,
